path,encoding,utf8_valid,bom,mojibake,replacement_character,newline_style,status,detail
builder/tests/test_version_plugin_ecosystem.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/tests/test_version_repair.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/tests/test_version_reports.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/tests/test_version_repositories.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/tests/test_version_sync.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/tests/test_version_template_ecosystem.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/__main__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda_builder.egg-info/dependency_links.txt,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda_builder.egg-info/entry_points.txt,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda_builder.egg-info/requires.txt,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda_builder.egg-info/SOURCES.txt,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda_builder.egg-info/top_level.txt,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/audit_service.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/dependency_rules.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/engine.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/exporter.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/governance_rules.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/quality_rules.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/report.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/rules.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/audit/__init__.py,UTF-8,True,False,False,False,MIXED,COMPLIANT,ok
builder/src/sgoda/cli/commands.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/cli/main.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/cli/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/core/config.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/core/constants.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/core/initializer.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/core/project.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/core/templates.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/core/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/dmp/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/archive_service.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/bundle_executor.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/bundle_models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/bundle_planner.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/bundle_serializers.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/bundle_service.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/bundle_store.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/catalog_builder.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/catalog_models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/catalog_serializers.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/catalog_service.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/catalog_store.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/compatibility.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/consolidated_report.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/dependency_resolver.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/export_service.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/import_service.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/integrity.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/manager.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/package_manifest.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/plugin_doctor.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/plugin_integrity.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/plugin_state.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/plugin_updater.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/registry.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/template_doctor.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/template_integrity.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/template_models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/template_state.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/template_updater.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/template_validator.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/template_versions.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/validator.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/extensions/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/generators/components.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/generators/files.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/generators/folders.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/generators/registry.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/generators/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/governance/exceptions.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/governance/governance_service.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/governance/models.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/governance/policy_engine.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/governance/policy_loader.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/governance/policy_repository.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/governance/policy_validator.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/governance/results.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/governance/rule_evaluator.py,UTF-8,True,False,False,False,MIXED,COMPLIANT,ok
builder/src/sgoda/governance/serializers.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/governance/__init__.py,UTF-8,True,False,False,False,NONE,COMPLIANT,ok
builder/src/sgoda/lifecycle/backup.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/lifecycle/migrations.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/lifecycle/migrator.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/lifecycle/models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/lifecycle/repair.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/lifecycle/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/collector.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/health.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/history.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/history_models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/history_serializers.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/history_store.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/instrumentation.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/report_builder.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/report_models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/report_profiles.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/report_serializers.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/report_service.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/serializers.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/status.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/operations/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/index_models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/index_serializers.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/index_store.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/index_validator.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/serializers.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/service.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/store.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/sync_client.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/sync_service.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/validator.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/repositories/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/templates/api.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/templates/backend.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/templates/database.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/templates/docs.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/templates/frontend.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/templates/module.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/templates/workflow.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/templates/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/validators/doctor.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/validators/manifest.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/validators/project.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/validators/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/dmp/domain/enums.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/dmp/domain/exceptions.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/dmp/domain/identifiers.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/dmp/domain/models.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/dmp/domain/__init__.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/dmp/events/models.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/dmp/events/__init__.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/dmp/repositories/base.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/dmp/repositories/memory.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/dmp/repositories/__init__.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/src/sgoda/dmp/services/registry.py,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/src/sgoda/dmp/services/__init__.py,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/proyecto_restaurado/.sgoda/extensions/catalog.json,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/proyecto_restaurado/.sgoda/extensions/registry.json,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/proyecto_restaurado/.sgoda/extensions/templates/template-base/sgoda.template.json,UTF-8,True,False,False,False,MIXED,COMPLIANT,ok
builder/proyecto_restaurado/.sgoda/extensions/templates/template-base/template/README.md,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/proyecto_restaurado/.sgoda/extensions/plugins/plugin-base/plugin.py,UTF-8,True,False,False,False,MIXED,COMPLIANT,ok
builder/proyecto_restaurado/.sgoda/extensions/plugins/plugin-base/sgoda.plugin.json,UTF-8,True,False,False,False,MIXED,COMPLIANT,ok
builder/proyecto_catalogo/.sgoda/extensions/catalog.json,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/proyecto_catalogo/.sgoda/extensions/registry.json,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/proyecto_catalogo/.sgoda/extensions/templates/template-base/sgoda.template.json,UTF-8,True,False,False,False,MIXED,COMPLIANT,ok
builder/proyecto_catalogo/.sgoda/extensions/templates/template-base/template/README.md,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
builder/proyecto_catalogo/.sgoda/extensions/plugins/plugin-base/plugin.py,UTF-8,True,False,False,False,MIXED,COMPLIANT,ok
builder/proyecto_catalogo/.sgoda/extensions/plugins/plugin-base/sgoda.plugin.json,UTF-8,True,False,False,False,MIXED,COMPLIANT,ok
builder/docs/releases/0.10.0.md,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/docs/releases/0.9.0.md,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/docs/releases/1.0.0.md,UTF-8,True,False,False,False,LF,COMPLIANT,ok
builder/catalog_template/template/README.md,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
.github/workflows/builder-ci.yml,UTF-8,True,False,False,False,LF,COMPLIANT,ok
.github/workflows/release.yml,UTF-8,True,False,False,False,CRLF,COMPLIANT,ok
.github/workflows/spb-003-2-closure-audit.yml,UTF-8,True,False,False,False,LF,COMPLIANT,ok
.github/workflows/spb-003.2-closure.yml,UTF-8,True,False,False,False,LF,COMPLIANT,ok
.github/workflows/utf8-repository-compliance.yml,UTF-8,True,False,False,False,LF,COMPLIANT,ok
